ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_E;E_EM;E_EW;E_E00_01;E_E01_02;E_E02_03;E_E03_05;E_E05_06;E_E06_07;E_E07_08;E_E08_10;E_E10_12;E_E12_14;E_E14_15;E_E15_18;E_E18_21;E_E21_25;E_E25_27;E_E27_30;E_E30_35;E_E35_40;E_E40_45;E_E45_50;E_E50_55;E_E55_60;E_E60_63;E_E63_65;E_E65_67;E_E67_70;E_E70_75;E_E75_80;E_E80_85;E_E85_90;E_E90_95;E_E95_110;E_U1;E_1U6;E_6U15;E_15U18;E_18U25;E_25U55;E_55U65;E_65U80;E_80U110
200212;03071537;03;07;15;37;1;12656;6511;6145;144;146;116;253;93;80;105;124;143;199;102;318;338;835;617;1124;2364;1969;1136;694;438;345;228;120;111;142;160;82;60;25;33;12;144;608;753;318;1173;8342;693;495;130
200212;03071633;03;07;16;33;1;2626;1271;1355;4;15;20;26;18;13;13;30;35;59;25;126;157;151;51;66;142;162;213;277;225;137;101;58;62;84;117;97;75;43;21;3;4;79;175;126;308;1136;296;360;142
200212;03071638;03;07;16;38;1;13885;7222;6663;139;161;108;212;115;87;67;143;155;204;90;355;358;1075;719;1361;2536;1875;1065;697;514;376;318;237;173;214;182;154;111;48;33;3;139;596;746;355;1433;8767;931;723;195
200212;03071639;03;07;16;39;1;10015;5152;4863;121;110;120;178;57;67;56;98;81;159;74;247;301;730;554;868;1627;1415;822;563;368;320;202;138;114;134;196;123;94;51;27;0;121;465;535;247;1031;6217;660;567;172
200212;04010101;04;01;01;01;2;9653;4399;5254;65;52;76;104;66;73;57;116;126;127;65;202;246;397;218;349;663;747;721;657;648;609;486;296;262;345;533;559;389;238;127;34;65;298;564;202;643;4003;1391;1699;788
200212;04010102;04;01;01;02;2;833;468;365;0;9;0;9;0;0;6;9;23;18;6;20;25;28;16;39;51;62;69;70;84;49;43;34;30;34;45;23;18;6;0;7;0;18;62;20;53;391;126;132;31
200212;04010103;04;01;01;03;2;7177;3268;3909;58;53;59;138;63;83;66;128;144;162;63;220;188;265;157;237;523;541;471;415;394;403;354;265;272;348;386;331;225;99;57;9;58;313;646;220;453;2738;1022;1337;390
200212;04020204;04;02;02;04;2;132;65;67;0;0;3;3;3;3;0;0;0;0;0;15;16;0;4;0;6;13;21;3;16;6;14;0;0;0;3;0;0;3;0;0;0;9;3;15;16;63;20;3;3
200212;04020205;04;02;02;05;2;1311;648;663;6;21;15;16;18;9;10;13;30;28;12;28;27;38;28;24;89;121;118;83;101;116;80;40;47;40;50;45;33;6;12;7;6;70;102;28;65;564;236;182;58
200212;04020206;04;02;02;06;2;2098;918;1180;3;6;3;9;7;6;6;6;13;13;6;19;24;31;19;24;85;84;96;102;188;253;204;134;106;119;173;138;101;70;41;9;3;25;50;19;55;598;591;536;221
200212;04020207;04;02;02;07;2;2321;1100;1221;9;6;21;54;22;15;16;32;30;42;24;42;34;77;46;57;152;222;193;154;184;181;129;79;72;67;118;84;73;49;28;9;9;103;159;42;111;1008;389;341;159
200212;04020208;04;02;02;08;2;2769;1332;1437;15;22;10;53;27;38;52;83;57;58;22;62;61;72;38;31;115;252;260;180;208;232;177;100;92;134;138;98;59;17;6;0;15;112;310;62;133;1084;509;462;82
200212;04020209;04;02;02;09;2;3122;1506;1616;16;21;21;45;40;38;15;68;61;43;30;75;106;374;136;170;200;176;179;195;190;206;183;97;67;67;84;96;50;43;24;6;16;127;255;75;480;1246;486;314;123
200212;04020310;04;02;03;10;2;738;370;368;6;6;6;12;3;0;0;3;9;6;6;13;28;65;43;58;92;38;35;28;32;66;44;24;18;28;37;16;7;3;6;0;6;27;24;13;93;326;134;99;16
200212;04020311;04;02;03;11;2;13521;6142;7379;86;83;78;197;87;91;91;150;167;180;84;265;331;457;267;391;858;1047;910;873;1100;1137;925;491;400;531;651;604;489;284;162;54;86;445;763;265;788;5446;2553;2186;989
200212;04020312;04;02;03;12;2;4708;2079;2629;29;22;34;61;12;18;41;63;49;67;30;73;109;160;72;144;264;401;355;270;367;410;339;153;148;178;213;195;185;144;78;24;29;129;268;73;269;1873;902;734;431
200212;04020313;04;02;03;13;2;6413;3023;3390;41;39;37;64;43;41;36;91;80;93;53;118;108;331;167;220;535;590;517;434;499;477;319;229;200;225;265;222;167;95;61;16;41;183;394;118;439;2962;1025;912;339
